4,1.7335,2593, ["Bogotá", "Cali", "Medellín", "Barranquilla"],""
6,1.6661,2777, ["Bogotá", "Bucaramanga", "Cartagena", "Barranquilla", "Medellín", "Cali"],""
8,1.9850,2909, ["Bogotá", "Manizales", "Pereira", "Cali", "Medellín", "Barranquilla", "Cartagena", "Bucaramanga"],""
10,4.1357,3136, ["Bogotá", "Bucaramanga", "Cúcuta", "Santa Marta", "Barranquilla", "Cartagena", "Medellín", "Cali", "Pereira", "Manizales"],""
